EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,NICAR_RULEYEAR,NICAR_RULEMON,NICAR_TAXYEAR,NICAR_TAXMONTH
10220389,THE OLD FOLKS HOME ASSOCIATION OF BRUNSWICK,,PO BOX 925,BRUNSWICK,ME,04011-0925,0,3,3,1000,194311,1,4,382000000,1,1,201503,4,1,0,1,3,102439,9484,0,,THE STEVENS HOME,1943,11,2015,3
10220430,LINCOLN HOME,% HENRY V PELTON TREAS,22 RIVER ROAD,NEWCASTLE,ME,04553-3851,0,3,3,1000,194212,1,16,382000000,1,1,201407,7,6,1,0,7,8612074,4223717,3681200,P750,,1942,12,2014,7
10220588,MAINE BETTER TRANSPORTATION ASSOCIATION,,146 STATE STREET,AUGUSTA,ME,04330-7448,0,4,3,3000,197503,2,0,404000000,5,1,201412,6,5,1,0,12,1464993,862638,652784,,,1975,3,2014,12
10220724,BOOTHBAY HARBOR REGION CHAMBER OF COMMERCE,,PO BOX 356,BOOTHBAY HBR,ME,04538-0356,0,6,3,3000,196405,2,0,403566000,1,1,201510,5,4,1,0,10,555523,460959,451816,,,1964,5,2015,10
10220759,WARREN MEMORIAL FOUNDATION,,PO BOX 315,WESTBROOK,ME,04098-0315,0,3,3,1000,194208,1,2,602061000,1,1,201412,6,5,0,1,12,1906172,929421,0,,,1942,8,2014,12
10221126,CASTINE COMMUNITY HOSPITAL,,PO BOX 198,CASTINE,ME,04421-0198,0,3,3,1000,193504,1,15,150000000,1,1,201504,6,4,1,0,4,2085501,134438,134438,E39Z,,1935,4,2015,4
10221132,D A HURD PUBLIC LIBRARY ASSOC,,41 HIGH ST,NORTH BERWICK,ME,03906-6101,0,3,3,1000,200012,1,15,0,1,1,201506,5,4,1,0,6,584072,221222,219880,B700,,2000,12,2015,6
10221136,MAINE PARENT TEACHER ASSOCIATION INC,% VIRGINIA MOTT,42 DAMON PASTURE LN,LAKEVILLE,ME,04487-7324,1076,3,6,1200,195002,1,16,59035000,1,1,201406,0,0,2,0,6,0,0,0,,PTA-ME,1950,2,2014,6
10221344,BRIDGTON ACADEMY,% GRAYDON E VIGNEAU JR,11 ACADEMY LANE,NORTH BRIDGTON,ME,04057-0000,0,3,3,1000,196501,1,11,30000000,1,1,201406,8,7,1,0,6,15908454,9811167,9811167,B31Z,,1965,1,2014,6
10222037,FOREST J PARE POST 1285 OF THE VETERANS OF FOREIGN WARS INC OF,% JEREMY J LOCKHART,PO BOX 281,WATERVILLE,ME,04903-0281,9154,19,9,1000,198705,1,0,907908000,1,1,201406,4,5,1,0,6,304466,678416,127002,,1285 FOREST J PARE POST,1987,5,2014,6
10222130,FAIRVIEW HOSPITAL INC,,46 FAIRVIEW AVE,SKAWHEGAN,ME,04976-1481,0,3,3,1000,195312,1,12,150179000,1,1,201406,6,6,1,0,6,4140403,1276030,370511,E21Z,,1953,12,2014,6
10222218,HATTIE A & FRED C LYNAM TRUST 64,% BAR HARBOR TRUST SERVICES,PO BOX 1100,ELLSWORTH,ME,04605-1100,0,3,3,1000,200808,1,4,0,2,1,201412,6,6,0,1,12,4552138,2590537,0,T22,,2008,8,2014,12
10222358,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MAINE,% D GARY SAUCIER,PO BOX 265,FT KENT MLS,ME,04744-0265,9154,19,9,1000,198705,2,0,907908000,5,1,201406,0,0,2,0,6,0,0,0,,9609 LOZIER OGRADY POST,1987,5,2014,6
10222956,UNITED BAPTIST CHURCH,,74 HIGH ST,CARIBOU,ME,04736-2709,3125,3,9,7000,195504,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,3227,1955,4,,
10223014,OCEAN PARK ASSOCIATION,,PO BOX 7296,OCEAN PARK,ME,04063-7296,0,3,3,1000,194509,1,15,0,5,1,201412,6,5,1,0,12,3070136,962445,650150,S220,,1945,9,2014,12
10223446,GREATER BRIDGTON LAKES REGION CHAMBER OF COMMERCE,% JONES & MATTHEWS,PO BOX 236,BRIDGTON,ME,04009-0236,0,6,3,2000,198302,2,0,200400602,1,1,201412,3,4,1,0,12,83826,186105,131232,,,1983,2,2014,12
10223482,MILLINOCKET REGIONAL HOSPITAL,,200 SOMERSET ST,MILLINOCKET,ME,04462-1258,0,3,3,1000,195606,1,12,150000000,1,1,201406,8,8,1,0,6,24726055,30105002,26024252,E220,,1956,6,2014,6
10223755,BERWICK ACADEMY TRUSTEES,,31 ACADEMY ST,S BERWICK,ME,03908-1540,0,3,3,2000,194112,1,11,46030000,1,1,201406,8,8,1,0,6,41522164,22640398,18167381,B200,,1941,12,2014,6
10223879,SKOWHEGAN STATE FAIR,,PO BOX 39,SKOWHEGAN,ME,04976-0039,0,3,3,2000,199908,1,16,65207000,1,1,201409,7,6,1,0,9,5874763,1291471,1291471,N520,,1999,8,2014,9
10223898,WINDSOR FAIR,% J TRACY,230 PARK ST,FARMINGDALE,ME,04344-1518,0,5,3,1000,193809,2,0,65207000,5,1,201412,5,6,1,0,12,626799,1357767,1312752,,,1938,9,2014,12
10224138,ROCKLAND FESTIVAL CORPORATION,,PO BOX 552,ROCKLAND,ME,04841-0552,0,4,3,1000,195112,2,0,65207000,1,1,201412,5,5,1,0,12,760779,649919,467251,,,1951,12,2014,12
10224214,UNION FAIR SOCIETY,%,PO BOX 421,UNION,ME,04862-0421,0,5,3,1000,193810,2,0,230000000,1,1,201410,4,5,1,0,10,172461,573334,536987,,,1938,10,2014,10
10224532,FRIEND MEMORIAL PUBLIC LIBRARY INC,,PO BOX 57,BROOKLIN,ME,04616-0057,0,3,3,3000,195603,1,15,61000000,1,1,201412,6,4,1,0,12,1869629,331733,210530,B700,,1956,3,2014,12
10224627,BOOTHBAY HARBOR MEMORIAL LIBRARY ASSOCIATION,,4 OAK ST,BOOTHBAY HBR,ME,04538-1811,0,3,3,3000,196612,1,15,61000000,1,1,201506,6,4,1,0,6,2462632,442305,321323,B71Z,,1966,12,2015,6
10224718,CUMBERLAND FARMERS CLUB,% GERARD A PREVOST,39 SAMUEL RD,PORTLAND,ME,04103-3620,0,3,3,1000,201312,1,16,65207000,1,1,201510,5,6,1,0,10,978748,1065942,1065942,N52,,2013,12,2015,10
10224769,TRUSTEES OF THORNTON ACADEMY,,438 MAIN ST,SACO,ME,04072-1565,0,3,3,2000,195110,1,11,59000000,1,1,201506,8,8,1,0,6,40359644,27664808,23262372,B25Z,,1951,10,2015,6
10224898,HEBRON ACADEMY INCORPORATED,% JIM BISESTI,PO BOX 309,HEBRON,ME,04238-0309,0,3,3,2000,194105,1,11,30319349,1,1,201406,8,8,1,0,6,41461819,17390162,14415776,B200,,1941,5,2014,6
10225008,FRANKLIN COUNTY AGRICULTURAL SOCIETY,,PO BOX 652,FARMINGTON,ME,04938-0652,0,5,3,1000,193912,2,0,232000000,1,1,201411,5,5,1,0,11,733825,688106,657256,,,1939,12,2014,11
10225267,TARRATINE CLUB OF DARK HARBOR,,PO BOX 140,ISLESBORO,ME,04848-0140,0,7,3,1000,192207,2,0,916280318,1,1,201412,6,6,1,0,12,1993229,1578591,1578591,,,1922,7,2014,12
10226195,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,,176 MAIN ST,FAIRFIELD,ME,04937-1529,64,5,9,3000,194008,2,0,263264279,5,1,201406,4,4,1,0,12,448639,354965,354965,,1253 LOCAL UNION,1940,8,2014,6
10226245,SANFORD-SPRINGVALE CHAMBER OF COMMERCE INC,,917 MAIN STREET STE 8,SANFORD,ME,04073-3568,0,6,3,3000,197812,2,0,200000000,1,1,201506,3,4,1,0,6,76833,154880,111614,,,1978,12,2015,6
10226346,DEBORAH LINCOLN HOUSE,% PEGGY SMITH,60 CEDAR ST,BELFAST,ME,04915-6302,0,3,3,1000,195301,1,2,382000000,1,1,201409,7,6,0,1,9,6453469,3734106,0,,,1953,1,2014,9
10226382,MAINE OSTEOPATHIC ASSOCIATION,% DR ALBERT R AMALFITANO - TREAS,128 STATE STREET,AUGUSTA,ME,04330-5630,0,6,1,2000,194505,2,0,205279000,1,1,201412,4,5,1,0,12,328578,618278,389349,,,1945,5,2014,12
10226947,THE KNOX COUNTY FISH & GAME ASSOCIATION,,PO BOX 114,UNION,ME,04862-0114,0,7,3,1000,198412,2,0,286350297,1,1,201404,4,3,1,0,4,129847,66219,66219,,,1984,12,2014,4
10227132,LE PARESSEUX INC,,227 WALDO ST,RUMFORD,ME,04276-1711,0,7,3,1000,0,0,0,0,5,1,201412,3,4,1,0,12,47693,241279,79812,,,0,0,2014,12
10227184,ANDROSCOGGIN HOME HEALTH SERVICES INC,,15 STRAWBERRY AVE,LEWISTON,ME,04240-5941,0,3,3,1000,197603,1,16,179000000,1,1,201412,8,8,1,0,12,34632956,32818554,32785670,E92Z,ANDROSCOGGIN HOME CARE & HOSPICE,1976,3,2014,12
10227195,BLUE HILL MEMORIAL HOSPITAL INC,,PO BOX 1029,BLUE HILL,ME,04614-1029,0,3,3,1000,193504,1,12,150000000,1,1,201409,8,9,14,0,9,39331935,57413516,54822595,E22Z,,1935,4,2014,9
10227281,WILLIAM FOGG PUBLIC LIBRARY,,PO BOX 359,ELIOT,ME,03903-0359,0,3,3,1000,194405,1,15,61000000,1,1,,6,5,0,0,12,0,0,0,B71Z,,1944,5,,
10227440,EDUCATIONAL BUREAU,% SANDRA L KURKJY,PO BOX 7036,OCEAN PARK,ME,04063-7036,0,3,3,2000,201007,1,15,0,1,1,201412,0,0,2,0,12,0,0,0,B99,,2010,7,2014,12
10227456,EAST MILL FEDERAL CREDIT UNION,,60 MAIN ST,E MILLINOCKET,ME,04430-1128,0,1,0,1000,0,0,0,0,0,1,201312,0,0,7,0,12,0,0,0,,,0,0,2013,12
10227743,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,,PO BOX 1597,SACO,ME,04072-7597,1156,8,9,1000,195110,1,0,279265000,5,1,201503,5,6,1,0,3,625930,1390363,155345,,1597 BIDDEFORD SACO,1951,10,2015,3
10228109,COLUMBIA STREET BAPTIST CHURCH,,PO BOX 514,BANGOR,ME,04402-0514,3125,3,9,7000,195504,1,10,0,5,1,,0,0,6,0,12,0,0,0,,3203,1955,4,,
10228262,NORTHEAST HEARING & SPEECH CENTER INC,,75 W COMMERCIAL ST STE 205,PORTLAND,ME,04101-4799,0,3,3,1200,197201,1,15,160000000,1,1,201406,5,6,1,0,6,570332,1511210,1507915,E56Z,,1972,1,2014,6
10228297,SKIDOMPHA LIBRARY ASSOC,,184 MAIN ST,DAMARISCOTTA,ME,04543-4670,0,3,3,3000,197208,1,15,61000000,1,1,201506,6,4,1,0,6,3540330,414146,413258,B71Z,,1972,8,2015,6
10228468,ARAXINE WILKINS SAWYER FOUNDATION DONALD H ROSE,,PO BOX 27,GREENE,ME,04236-0027,0,3,3,1000,195005,1,2,59319000,1,1,201510,6,5,0,1,10,1269234,833738,0,,,1950,5,2015,10
10228578,SPRINGVALE SOCIAL CLUB,,22 BRIDGE ST,SPRINGVALE,ME,04083-1402,0,7,3,1000,0,2,0,319000000,5,1,201412,4,6,1,0,12,214365,1034726,207091,,,0,0,2014,12
10228706,WATERVILLE WOMANS ASSOCIATION,% JAN DURLAND KING TREASURER,PO BOX 1266,WATERVILLE,ME,04903-1266,0,92,0,1000,0,0,0,0,0,12,201505,5,4,0,1,5,576277,365081,0,,,0,0,2015,5
10228937,CONGREGATION BETH ISRAEL,,PO BOX 1726,BANGOR,ME,04402-1726,0,3,3,7000,198509,1,10,1000000,1,1,,0,0,6,0,10,0,0,0,,,1985,9,,
10229448,WASHINGTON ACADEMY,,PO BOX 190,EAST MACHIAS,ME,04630-0190,0,3,3,2000,194711,1,11,46030000,1,1,201506,8,7,1,0,6,14073255,6717111,6717111,B25Z,,1947,11,2015,6
10229544,JAY-NILES MEMORIAL LIBRARY ASSOCIATION,,PO BOX 5008,NORTH JAY,ME,04262-5008,0,3,3,1200,201508,1,15,0,1,1,,0,0,1,0,6,0,0,0,B70,,2015,8,,
10229553,BAKERY CONFECTIONERY TOBACCO WORKERS AND GRAIN MILLERS INTL UNI,,94 AUBURN ST STE 200,PORTLAND,ME,04103-2141,96,5,9,3000,194804,2,0,263000000,5,1,201412,4,4,1,0,12,155942,105618,105618,,LOCAL 334,1948,4,2014,12
10230059,MOUNT DESERT LARGER PARISH,,PO BOX 555,NORTHEAST HBR,ME,04662-0555,0,3,3,7000,197407,1,10,2000000,5,1,,4,4,6,0,12,0,0,0,,,1974,7,,
10230060,SOMESVILLE LIBRARY SOCIETY,,PO BOX 280,MOUNT DESERT,ME,04660-0280,0,3,3,1000,197710,1,15,61000000,1,1,201212,0,0,2,0,12,0,0,0,,,1977,10,2012,12
10230879,CORNERSTONE MASONIC CORPORATION,% CARLETON HODGE,22 POLAND ST,PORTLAND,ME,04103-3328,0,2,3,1000,195105,2,0,399000000,1,1,201412,0,0,2,0,12,0,0,0,,,1951,5,2014,12
10231248,FIRST CONGREGATIONAL CHURCH OF CALAIS MAINE,% JANE EATON,21 CALAIS AVE,CALAIS,ME,04619-1637,1665,3,9,7000,196406,1,10,0,5,1,,0,0,6,0,12,0,0,0,,,1964,6,,
10231382,SPRINGVALE PUBLIC LIBRARY,,443 MAIN ST,SPRINGVALE,ME,04083-1819,0,3,3,2000,199411,1,15,61000000,1,1,201506,6,4,1,0,6,3503795,227519,227519,,,1994,11,2015,6
10233275,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MAINE,% 8835 ESTEN H PEABODY,175 VETERAN DR,WINSLOW,ME,04901-0761,9154,19,9,1000,198705,1,0,907908000,1,1,201406,5,5,1,0,6,598496,995093,197360,,8835 MACCRILLAS ROUSSEAU POST,1987,5,2014,6
10233280,UNITED WAY OF MID-MAINE INC,,105 KENNEDY MEMORIAL DR,WATERVILLE,ME,04901-5131,0,3,3,1000,196701,1,15,600000000,1,1,201506,5,5,1,0,6,984168,733919,733919,T70Z,,1967,1,2015,6
10233284,BANGOR FIRST BAPTIST CHURCH,,56 CENTER ST,BANGOR,ME,04401-5003,3125,3,9,7000,195504,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,3202,1955,4,,
10234176,AMERICAN LEGION 0127 OBAR-PHAIR,% FRED ORMEZZANI,49 CHURCH ST,LIMESTONE,ME,04750-1226,925,19,9,1000,194603,1,0,907908000,5,1,201412,0,0,2,0,12,0,0,0,,127 STEPHEN OBAR,1946,3,2014,12
10234189,NORTHERN MAINE MEDICAL CENTER,,194 E MAIN ST,FORT KENT,ME,04743-1428,0,3,3,1000,195809,1,12,150179001,1,1,201409,8,8,1,0,9,42813880,45545177,45441789,E20Z,,1958,9,2014,9
10234309,FAIRFIELD FIRST BAPTIST CHURCH,,12 NEWHALL ST,FAIRFIELD,ME,04937-1330,3125,3,9,7000,195504,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,3247,1955,4,,
10234428,MT PLEASANT CEMETERY ASSOC,,PO BOX 204,ELIOT,ME,03903-0204,0,13,3,1000,196505,1,0,900000000,5,1,201503,5,4,1,0,3,712090,138870,107820,,,1965,5,2015,3
10234590,KNIGHTS TEMPLAR EDUCATIONAL FOUNDATION OF THE GRAND ENCAMPMENT,% THOMAS EMERY,9 LORING AVE,AUBURN,ME,04210-6616,1178,3,9,1200,196401,0,16,36279000,5,1,,0,0,1,0,12,0,0,0,,DIVISION OF MAINE,1964,1,,
10234952,KIWANIS INTERNATIONAL INC,% CRAIG A PHILLIPS,70 RACHEL BLVD,LEWISTON,ME,04240-3665,26,4,9,1000,194505,2,0,350059602,1,1,201409,0,0,2,0,9,0,0,0,,K00778 AUBURN LEWISTON,1945,5,2014,9
10236928,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,,37 4TH STREET,OLD TOWN,ME,04468-0000,1156,8,9,1000,195110,1,0,279265000,5,1,201503,5,4,1,0,3,532446,420069,119070,Y40Z,1287 OLD TOWN,1951,10,2015,3
10237050,UNITY OF GREATER PORTLAND,,54 RIVER RD,WINDHAM,ME,04062-4199,2062,3,9,7000,197002,1,10,59029000,5,1,,0,0,6,0,12,0,0,0,,,1970,2,,
10237244,LEE ACADEMY,,26 WINN RD,LEE,ME,04455-4214,0,3,3,2000,194212,1,11,46030000,1,1,201406,7,7,1,0,6,6300177,5496846,5312889,,,1942,12,2014,6
10237303,RIVERSIDE CEMETERY ASSOCIATION,% NICOLE ANDREE,219 MOUNT AUBURN AVE,AUBURN,ME,04210-8521,0,13,3,2000,196305,1,0,900000000,5,1,201410,0,0,2,0,10,0,0,0,Y52Z,,1963,5,2014,10
10237491,RANGELEY LAKES REGION CHAMBER OF COMMERCE,% C,PO BOX 317,RANGELEY,ME,04970-0317,0,6,3,3000,195704,2,0,403200000,1,1,201412,4,4,1,0,12,152507,177955,177955,,,1957,4,2014,12
10237721,UNIVERSITY OF MAINE PULP AND PAPER FOUNDATION,,5737 JENNESS HALL,ORONO,ME,04469-5737,0,3,3,1200,195406,1,15,59040000,1,1,201412,8,6,1,0,12,22200435,2353622,983687,S41Z,,1954,6,2014,12
10237756,NORTH HAVEN BAPTIST CHURCH,,18 MULLINS LN,NORTH HAVEN,ME,04853-3342,3125,3,9,7000,195504,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,3289,1955,4,,
10237912,YOUNG MENS CHRISTIAN ASSOCIATION BOOTH BAY REGION,,PO BOX 500,BOOTHBAY HBR,ME,04538-0500,0,3,3,1000,195512,1,15,324000000,1,1,201412,8,6,1,0,12,17295295,2151394,2110912,,,1955,12,2014,12
10238039,CONGREGATION BETH ABRAHAM ANSHE SPHARD,,145 YORK ST,BANGOR,ME,04401-6548,0,3,3,7000,199709,1,10,1000000,1,1,,0,0,6,0,10,0,0,0,X30Z,,1997,9,,
10238086,CAPE ELIZABETH HOME,,521 OCEAN ST,S PORTLAND,ME,04106-6625,0,3,3,1000,196012,1,2,382000000,1,1,201503,6,6,0,1,3,1319652,3009855,0,,,1960,12,2015,3
10238552,MAINE MEDICAL CENTER,,22 BRAMHALL ST,PORTLAND,ME,04102-3134,0,3,3,1000,195803,1,12,150000000,1,1,201409,9,9,1,0,9,1226677804,2063215506,1016570914,E220,,1958,3,2014,9
10238760,BRICK STORE MUSEUM,,117 MAIN ST,KENNEBUNK,ME,04043-7088,0,3,3,1200,194404,1,15,62060000,5,1,201412,6,5,1,0,12,2298549,671117,283018,A540,,1944,4,2014,12
10239259,MAINE OIL DEALERS ASSOCIATION,,25 GREENWOOD RD,BRUNSWICK,ME,04011-7336,0,6,3,2000,196811,2,0,200000000,1,1,201411,6,6,1,0,11,1129887,1053841,1053841,,,1968,11,2014,11
10239808,LINCOLN COUNTY HISTORICAL ASSOCIATION,,PO BOX 61,WISCASSET,ME,04578-0061,0,3,3,2000,195507,1,16,59062000,1,1,201412,4,3,2,0,12,460137,49060,49060,A82Z,,1955,7,2014,12
10240874,NORTH YARMOUTH CUMBERLAND MUTUAL FIRE INS CO,% DEBRA BARTER,1250 CONGRESS ST,PORTLAND,ME,04102-2161,0,15,3,1000,197905,2,0,253000000,1,1,201412,5,3,1,0,12,630819,57549,57549,,,1979,5,2014,12
10240898,AMERICAN LEGION POST 0088 RAY GODING,% CARL MCGLAUFLIN,PO BOX 83,PRESQUE ISLE,ME,04769-0083,925,19,9,1000,194603,1,0,907908000,5,1,201412,0,0,2,0,12,0,0,0,,,1946,3,2014,12
10241055,MAINE SECONDARY SCHOOL PRINCIPALS ASSOCIATION,,50 INDUSTRIAL DR,AUGUSTA,ME,04330-7857,0,3,3,1200,197206,1,16,200000000,1,1,201506,6,6,1,0,6,1868854,2463221,2236833,B20C,,1972,6,2015,6
10241354,RIVER VALLEY CHAMBER OF COMMERCE,,10 BRIDGE ST,RUMFORD,ME,04276-2007,0,6,3,3000,194408,2,0,999000000,5,1,201506,3,3,2,0,6,32277,36967,36967,,,1944,8,2015,6
10241528,SOUTHWEST HARBOR PUBLIC LIBRARY,,338 MAIN ST,SOUTHWEST HBR,ME,04679-4243,0,3,3,2000,194307,1,15,59061000,5,1,201412,6,5,1,0,12,3948510,567934,532081,,,1943,7,2014,12
10241767,UNITED WAY INC,,PO BOX 15200,PORTLAND,ME,04112-5200,0,3,3,1000,195608,1,15,600000000,1,1,201406,8,8,1,0,6,18755184,12956357,9316393,T70Z,,1956,8,2014,6
10241836,RAINBOW FEDERAL CREDIT UNION,% PHILLIPPE R MOREAU TR,391 MAIN ST,LEWISTON,ME,04240-6729,0,1,0,1000,0,0,0,0,0,1,200412,0,0,7,0,12,0,0,0,,,0,0,2004,12
10241850,HILLCREST GOLF CLUB,% PETER MCPHETERS,1 GOLF COURSE ROAD,MILLINOCKET,ME,04462-0000,0,7,3,1000,199910,2,0,0,1,1,201412,4,4,1,0,12,143132,113399,91027,N50,,1999,10,2014,12
10241920,HOLMESTEAD INC,% JOHN CHURCHILL,527 MAIN ST,CALAIS,ME,04619-1833,0,3,3,1000,197405,1,16,382000000,1,1,201412,0,0,2,0,12,0,0,0,,,1974,5,2014,12
10242095,ROBERT W TRAIP ACADEMY ATHLETIC BOOSTERS,,PO BOX 18,KITTERY,ME,03904-0018,0,3,3,2000,194903,1,17,30040317,1,1,201406,6,4,1,0,6,4435952,118965,118965,B99J,,1949,3,2014,6
10242142,ANCIENT ACCEPTED SCOTTISH RITE OF FREE MASONARY NMJ,% BRADFORD BLAKE,PO BOX 303,BOWDOINHAM,ME,04008-0303,259,10,9,1000,198212,0,0,0,5,1,201507,0,0,2,0,7,0,0,0,,MAINE COUNCIL OF DELIBERATION,1982,12,2015,7
10242328,BUCKS HARBOR YACHT CLUB,% R M SILVEN TREASURER,PO BOX 8,BLUE HILL,ME,04614-0008,0,7,3,1000,195507,2,0,317319000,1,1,201412,5,4,1,0,12,968052,230954,225284,,,1955,7,2014,12
10243254,MORRISON CENTER,,60 CHAMBERLAIN RD,SCARBOROUGH,ME,04074-9192,0,3,3,1000,195803,1,15,160000000,1,1,201506,8,7,1,0,6,10756951,5319620,4861313,G23Z,,1958,3,2015,6
10243299,UNITED STEELWORKERS,% JUDILEE WHITTEMORE,232 ROUTE 108,RUMFORD,ME,04276-3411,260,5,9,3000,194012,2,0,263059269,5,1,201312,4,4,1,0,12,255570,273047,273047,,LOCAL 4-900,1940,12,2013,12
10243319,SOUTHERN AROOSTOOK DEVELOPMENT CORPORATION,,PO BOX 783,HOULTON,ME,04730-0783,0,6,3,2000,195904,2,0,403000000,1,1,201412,2,3,1,0,12,24404,72796,72796,,,1959,4,2014,12
10243451,SPEDNIC CLUB INC,,PO BOX 18,BAILEYVILLE,ME,04694-0018,0,7,3,1000,195507,2,0,318279319,1,1,201504,2,4,1,0,4,23375,218690,104109,,,1955,7,2015,4
10243548,HAYSTACK MOUNTAIN SCHOOL OF CRAFTS,% MORGAN COUSINS,PO BOX 518,DEER ISLE,ME,04627-0518,0,3,3,2000,195401,1,11,46030000,1,1,201410,8,6,1,0,10,10840193,3545471,3460370,B20Z,,1954,1,2014,10
10243719,PLEASANT STREET UNITED METHODIST CHURCH,,61 PLEASANT ST,WATERVILLE,ME,04901-6057,2573,3,9,7100,197410,1,10,1919000,5,1,201312,0,0,6,0,12,0,0,0,,,1974,10,2013,12
10243866,MAINE MARITIME ACADEMY ALUMNI ASSOCIATION INCORPORATED,,1 PLEASANT STREET,CASTINE,ME,04420-0001,0,3,3,1200,196302,1,16,34927921,1,1,201406,0,0,2,0,6,0,0,0,,,1963,2,2014,6
10244035,PARKVIEW ADVENTIST MEDICAL CENTER,% WILLIAM GANNON,329 MAINE ST,BRUNSWICK,ME,04011-3310,0,3,3,1000,194704,1,12,211029000,5,1,201412,8,8,1,0,12,13414056,28259327,28256520,E220,,1947,4,2014,12
10244422,LABORERS INTERNATIONAL UNION OF NORTH AMERICA,% DEVIN MAYO,2068 N BELFAST AVE,AUGUSTA,ME,04330-4373,121,5,9,3000,195702,2,0,263059264,5,1,201412,5,5,1,0,12,928821,517451,299644,,327 LOCAL UNION,1957,2,2014,12
10244457,NEW ENGLAND ELECTRIC RAILWAY HISTORICAL SOCIETY,,PO BOX A,KENNEBUNKPORT,ME,04046-1690,0,3,3,1000,194801,1,16,62060000,1,1,201412,6,6,1,0,12,3229063,1021401,969380,,,1948,1,2014,12
10244773,SIGMA PHI EPSILON FRATERNITY INC,% GARY WEST,375 COLLEGE AVE,ORONO,ME,04473-4213,309,7,9,1000,194101,2,0,36319317,5,1,201506,0,0,2,0,6,0,0,0,,MAINE ALPHA,1941,1,2015,6
10245261,ERSKINE ACADEMY,,309 WINDSOR RD,SOUTH CHINA,ME,04358-5118,0,3,3,2000,197503,1,11,30000000,2,1,201506,7,7,1,0,6,9676904,7300794,7300794,B25Z,,1975,3,2015,6
10245341,CORNELIA WARREN COMMUNITY ASSN INC,% TOM CROSBY,150 BROOK RD,FALMOUTH,ME,04105-2216,0,3,3,1000,194504,1,14,298318317,1,1,201409,6,5,1,0,9,3620334,854610,315751,O200,,1945,4,2014,9
10245910,PRESQUE ISLE COUNTRY CLUB,,PO BOX 742,PRESQUE ISLE,ME,04769-0742,0,7,3,1000,196110,2,0,280000000,1,1,201412,3,4,1,0,12,67384,258566,258566,,,1961,10,2014,12
10246129,MAINE ART GALLERY,,PO BOX 315,WISCASSET,ME,04578-0315,0,3,3,2000,199304,1,15,91000000,1,1,201312,0,0,2,0,12,0,0,0,A51Z,,1993,4,2013,12
10246278,FOXCROFT ACADEMY TRUSTEES,% FOXC,975 W MAIN ST,DOVR FOXCROFT,ME,04426-1067,0,3,3,2000,197205,1,11,30000000,2,1,201506,8,7,1,0,6,26642745,9196223,7145170,B24Z,,1972,5,2015,6
10246546,RUGGLES HOUSE SOCIETY,% RICHARD A BURGESS TREASURER,PO BOX 116,COLUMBIA FLS,ME,04623-0116,0,3,3,2000,195010,1,16,30000000,1,1,201506,6,4,1,0,6,1228764,275156,58788,,BAR HARBOR TRUST SERVICES,1950,10,2015,6
10246665,ERVIN A CENTER MEMORIAL CLINIC HOSPITAL,% RHONDA WARREN,PO BOX 113,STEEP FALLS,ME,04085-0113,0,3,3,1000,196007,1,12,154000000,1,1,201503,4,3,1,0,3,328002,97297,18735,,,1960,7,2015,3
10246804,VISTING NURSE ASSOCIATION AND HOSPICE,,50 FODEN ROAD,SOUTH PORTLAND,ME,04106-1718,0,3,3,1000,194502,1,16,179000000,1,1,201409,8,8,1,0,9,16746671,15517557,15517557,E920,,1945,2,2014,9
10247002,GEORGE STEVENS ACADEMY,,23 UNION ST,BLUE HILL,ME,04614-5908,0,3,3,2000,195204,1,11,46030000,1,1,201506,8,7,1,0,6,16939079,9240471,5718154,B25Z,,1952,4,2015,6
10247347,DERBY ATHLETIC ASSN,,37 PARK ST,LEWISTON,ME,04240-7195,0,7,3,1000,195904,2,0,298317318,1,1,201212,1,3,1,0,12,108,53658,30132,,,1959,4,2012,12
10247548,THE CLARENCE E MULFORD TRUST,% PETER G HASTINGS TRUSTEE,PO BOX 290,FRYEBURG,ME,04037-0290,0,3,3,1000,196512,1,4,602059000,2,1,201412,7,4,0,1,12,5537742,475420,0,,DAVID R HASTINGS II TRUSTEE,1965,12,2014,12
10248064,CAMDEN HOME FOR SENIOR CITIZENS,% JEAN PAYNE,8 HARRISON AVE,CAMDEN,ME,04843-1804,0,3,3,1000,194111,1,2,382000000,1,1,201505,6,4,0,1,5,1092386,391916,0,,,1941,11,2015,5
